filename,label,prediccion,acierto
classical.00036.4.wav,classical,classical,True
classical.00036.5.wav,classical,classical,True
classical.00036.6.wav,classical,classical,True
classical.00036.7.wav,classical,classical,True
classical.00036.8.wav,classical,classical,True
classical.00036.9.wav,classical,classical,True
classical.00037.0.wav,classical,classical,True
classical.00037.1.wav,classical,pop,False
classical.00037.2.wav,classical,classical,True
classical.00037.3.wav,classical,classical,True
classical.00037.4.wav,classical,classical,True
classical.00037.5.wav,classical,classical,True
classical.00037.6.wav,classical,classical,True
classical.00037.7.wav,classical,classical,True
classical.00037.8.wav,classical,classical,True
classical.00037.9.wav,classical,classical,True
classical.00039.0.wav,classical,classical,True
classical.00039.1.wav,classical,classical,True
classical.00039.2.wav,classical,classical,True
classical.00039.3.wav,classical,classical,True
classical.00039.4.wav,classical,classical,True
classical.00039.5.wav,classical,classical,True
classical.00039.6.wav,classical,classical,True
classical.00039.7.wav,classical,classical,True
classical.00039.8.wav,classical,classical,True
classical.00039.9.wav,classical,classical,True
classical.00041.0.wav,classical,classical,True
classical.00041.1.wav,classical,classical,True
classical.00041.2.wav,classical,classical,True
classical.00041.3.wav,classical,classical,True
classical.00041.4.wav,classical,classical,True
classical.00041.5.wav,classical,classical,True
classical.00041.6.wav,classical,classical,True
classical.00041.7.wav,classical,classical,True
classical.00041.8.wav,classical,classical,True
classical.00041.9.wav,classical,classical,True
classical.00058.0.wav,classical,classical,True
classical.00058.1.wav,classical,classical,True
classical.00058.2.wav,classical,classical,True
classical.00058.3.wav,classical,classical,True
classical.00058.4.wav,classical,classical,True
classical.00058.5.wav,classical,classical,True
classical.00058.6.wav,classical,classical,True
classical.00058.7.wav,classical,classical,True
classical.00058.8.wav,classical,classical,True
classical.00058.9.wav,classical,classical,True
classical.00065.0.wav,classical,classical,True
classical.00065.1.wav,classical,classical,True
classical.00065.2.wav,classical,classical,True
classical.00065.3.wav,classical,classical,True
classical.00065.4.wav,classical,classical,True
classical.00065.5.wav,classical,classical,True
classical.00065.6.wav,classical,classical,True
classical.00065.7.wav,classical,classical,True
classical.00065.8.wav,classical,classical,True
classical.00065.9.wav,classical,classical,True
classical.00068.0.wav,classical,classical,True
classical.00068.1.wav,classical,classical,True
classical.00068.2.wav,classical,classical,True
classical.00068.3.wav,classical,classical,True
classical.00068.4.wav,classical,classical,True
classical.00068.5.wav,classical,classical,True
classical.00068.6.wav,classical,classical,True
classical.00068.7.wav,classical,classical,True
classical.00068.8.wav,classical,classical,True
classical.00068.9.wav,classical,classical,True
classical.00074.0.wav,classical,classical,True
classical.00074.1.wav,classical,classical,True
classical.00074.2.wav,classical,classical,True
classical.00074.3.wav,classical,classical,True
classical.00074.4.wav,classical,classical,True
classical.00074.5.wav,classical,classical,True
classical.00074.6.wav,classical,classical,True
classical.00074.7.wav,classical,classical,True
classical.00074.8.wav,classical,classical,True
classical.00074.9.wav,classical,classical,True
classical.00084.0.wav,classical,classical,True
classical.00084.1.wav,classical,classical,True
classical.00084.2.wav,classical,classical,True
classical.00084.3.wav,classical,classical,True
classical.00084.4.wav,classical,classical,True
classical.00084.5.wav,classical,classical,True
classical.00084.6.wav,classical,classical,True
classical.00084.7.wav,classical,classical,True
classical.00084.8.wav,classical,classical,True
classical.00084.9.wav,classical,classical,True
classical.00098.0.wav,classical,classical,True
classical.00098.1.wav,classical,classical,True
classical.00098.2.wav,classical,classical,True
classical.00098.3.wav,classical,classical,True
classical.00098.4.wav,classical,classical,True
classical.00098.5.wav,classical,classical,True
classical.00098.6.wav,classical,classical,True
classical.00098.7.wav,classical,classical,True
classical.00098.8.wav,classical,classical,True
classical.00098.9.wav,classical,classical,True
classical.00099.0.wav,classical,classical,True
classical.00099.1.wav,classical,classical,True
classical.00099.2.wav,classical,classical,True
classical.00099.3.wav,classical,classical,True
classical.00099.4.wav,classical,classical,True
classical.00099.5.wav,classical,classical,True
classical.00099.6.wav,classical,jazz,False
classical.00099.7.wav,classical,classical,True
classical.00099.8.wav,classical,classical,True
classical.00099.9.wav,classical,classical,True
country.00009.0.wav,country,pop,False
country.00009.1.wav,country,disco,False
country.00009.2.wav,country,pop,False
country.00009.3.wav,country,country,True
country.00009.4.wav,country,country,True
country.00009.5.wav,country,country,True
country.00009.6.wav,country,country,True
country.00009.7.wav,country,country,True
country.00009.8.wav,country,jazz,False
country.00009.9.wav,country,country,True
country.00010.0.wav,country,country,True
country.00010.1.wav,country,country,True
country.00010.2.wav,country,country,True
country.00010.3.wav,country,country,True
country.00010.4.wav,country,country,True
country.00010.5.wav,country,country,True
country.00010.6.wav,country,country,True
country.00010.7.wav,country,country,True
country.00010.8.wav,country,country,True
country.00010.9.wav,country,country,True
country.00013.0.wav,country,pop,False
country.00013.1.wav,country,country,True
country.00013.2.wav,country,rock,False
country.00013.3.wav,country,country,True
country.00013.4.wav,country,pop,False
country.00013.5.wav,country,country,True
country.00013.6.wav,country,country,True
country.00013.7.wav,country,disco,False
country.00013.8.wav,country,country,True
country.00013.9.wav,country,disco,False
country.00015.0.wav,country,country,True
country.00015.1.wav,country,country,True
country.00015.2.wav,country,classical,False
country.00015.3.wav,country,jazz,False
country.00015.4.wav,country,jazz,False
country.00015.5.wav,country,metal,False
country.00015.6.wav,country,jazz,False
country.00015.7.wav,country,country,True
country.00015.8.wav,country,jazz,False
country.00015.9.wav,country,country,True
country.00018.0.wav,country,country,True
country.00018.1.wav,country,country,True
country.00018.2.wav,country,country,True
country.00018.3.wav,country,country,True
country.00018.4.wav,country,country,True
country.00018.5.wav,country,country,True
country.00018.6.wav,country,country,True
country.00018.7.wav,country,country,True
country.00018.8.wav,country,country,True
country.00018.9.wav,country,pop,False
country.00031.0.wav,country,country,True
country.00031.1.wav,country,jazz,False
country.00031.2.wav,country,country,True
country.00031.3.wav,country,country,True
country.00031.4.wav,country,jazz,False
country.00031.5.wav,country,jazz,False
country.00031.6.wav,country,country,True
country.00031.7.wav,country,jazz,False
country.00031.8.wav,country,jazz,False
country.00031.9.wav,country,jazz,False
country.00035.0.wav,country,country,True
country.00035.1.wav,country,country,True
country.00035.2.wav,country,country,True
country.00035.3.wav,country,country,True
country.00035.4.wav,country,country,True
country.00035.5.wav,country,country,True
country.00035.6.wav,country,country,True
country.00035.7.wav,country,country,True
country.00035.8.wav,country,country,True
country.00035.9.wav,country,country,True
country.00044.0.wav,country,country,True
country.00044.1.wav,country,pop,False
country.00044.2.wav,country,rock,False
country.00044.3.wav,country,country,True
country.00044.4.wav,country,jazz,False
country.00044.5.wav,country,country,True
country.00044.6.wav,country,rock,False
country.00044.7.wav,country,rock,False
country.00044.8.wav,country,rock,False
country.00044.9.wav,country,country,True
country.00054.0.wav,country,country,True
country.00054.1.wav,country,country,True
country.00054.2.wav,country,country,True
country.00054.3.wav,country,country,True
country.00054.4.wav,country,country,True
country.00054.5.wav,country,country,True
country.00054.6.wav,country,country,True
country.00054.7.wav,country,country,True
country.00054.8.wav,country,country,True
country.00054.9.wav,country,country,True
country.00059.0.wav,country,country,True
country.00059.1.wav,country,blues,False
country.00059.2.wav,country,blues,False
country.00059.3.wav,country,blues,False
country.00059.4.wav,country,blues,False
country.00059.5.wav,country,blues,False
country.00059.6.wav,country,blues,False
country.00059.7.wav,country,country,True
country.00059.8.wav,country,country,True
country.00059.9.wav,country,country,True
country.00060.0.wav,country,country,True
country.00060.1.wav,country,country,True
country.00060.2.wav,country,country,True
country.00060.3.wav,country,country,True
country.00060.4.wav,country,country,True
country.00060.5.wav,country,country,True
country.00060.6.wav,country,country,True
country.00060.7.wav,country,country,True
country.00060.8.wav,country,country,True
country.00060.9.wav,country,country,True
country.00061.0.wav,country,country,True
country.00061.1.wav,country,country,True
country.00061.2.wav,country,country,True
country.00061.3.wav,country,country,True
country.00061.4.wav,country,country,True
country.00061.5.wav,country,country,True
country.00061.6.wav,country,country,True
country.00061.7.wav,country,country,True
country.00061.8.wav,country,country,True
country.00061.9.wav,country,country,True
country.00075.0.wav,country,blues,False
country.00075.1.wav,country,blues,False
country.00075.2.wav,country,blues,False
country.00075.3.wav,country,blues,False
country.00075.4.wav,country,blues,False
country.00075.5.wav,country,blues,False
country.00075.6.wav,country,blues,False
country.00075.7.wav,country,blues,False
country.00075.8.wav,country,blues,False
country.00075.9.wav,country,blues,False
country.00077.0.wav,country,country,True
country.00077.1.wav,country,country,True
country.00077.2.wav,country,country,True
country.00077.3.wav,country,country,True
country.00077.4.wav,country,country,True
country.00077.5.wav,country,country,True
country.00077.6.wav,country,country,True
country.00077.7.wav,country,country,True
country.00077.8.wav,country,country,True
country.00077.9.wav,country,country,True
country.00080.0.wav,country,disco,False
country.00080.1.wav,country,rock,False
country.00080.2.wav,country,country,True
country.00080.3.wav,country,disco,False
country.00080.4.wav,country,country,True
country.00080.5.wav,country,disco,False
country.00080.6.wav,country,disco,False
country.00080.7.wav,country,disco,False
country.00080.8.wav,country,disco,False
country.00080.9.wav,country,disco,False
country.00086.0.wav,country,country,True
country.00086.1.wav,country,country,True
country.00086.2.wav,country,country,True
country.00086.3.wav,country,country,True
country.00086.4.wav,country,blues,False
country.00086.5.wav,country,reggae,False
country.00086.6.wav,country,country,True
country.00086.7.wav,country,country,True
country.00086.8.wav,country,country,True
country.00086.9.wav,country,country,True
country.00090.0.wav,country,country,True
country.00090.1.wav,country,country,True
country.00090.2.wav,country,country,True
country.00090.3.wav,country,country,True
country.00090.4.wav,country,blues,False
country.00090.5.wav,country,country,True
country.00090.6.wav,country,blues,False
country.00090.7.wav,country,country,True
country.00090.8.wav,country,country,True
country.00090.9.wav,country,country,True
country.00092.0.wav,country,metal,False
country.00092.1.wav,country,metal,False
country.00092.2.wav,country,metal,False
country.00092.3.wav,country,blues,False
country.00092.4.wav,country,blues,False
country.00092.5.wav,country,metal,False
country.00092.6.wav,country,metal,False
country.00092.7.wav,country,blues,False
country.00092.8.wav,country,metal,False
country.00092.9.wav,country,metal,False
country.00094.0.wav,country,country,True
country.00094.1.wav,country,blues,False
country.00094.2.wav,country,country,True
country.00094.3.wav,country,country,True
country.00094.4.wav,country,blues,False
country.00094.5.wav,country,country,True
country.00094.6.wav,country,country,True
country.00094.7.wav,country,country,True
country.00094.8.wav,country,country,True
country.00094.9.wav,country,rock,False
country.00096.0.wav,country,rock,False
country.00096.1.wav,country,country,True
country.00096.2.wav,country,country,True
country.00096.3.wav,country,country,True
country.00096.4.wav,country,country,True
country.00096.5.wav,country,rock,False
country.00096.6.wav,country,rock,False
country.00096.7.wav,country,rock,False
country.00096.8.wav,country,rock,False
country.00096.9.wav,country,rock,False
country.00098.0.wav,country,jazz,False
country.00098.1.wav,country,country,True
country.00098.2.wav,country,country,True
country.00098.3.wav,country,blues,False
country.00098.4.wav,country,country,True
country.00098.5.wav,country,country,True
country.00098.6.wav,country,blues,False
country.00098.7.wav,country,country,True
country.00098.8.wav,country,blues,False
country.00098.9.wav,country,country,True
country.00099.0.wav,country,country,True
country.00099.1.wav,country,country,True
country.00099.2.wav,country,rock,False
country.00099.3.wav,country,rock,False
country.00099.4.wav,country,blues,False
country.00099.5.wav,country,country,True
country.00099.6.wav,country,blues,False
country.00099.7.wav,country,blues,False
country.00099.8.wav,country,blues,False
country.00099.9.wav,country,country,True
disco.00006.0.wav,disco,disco,True
disco.00006.1.wav,disco,disco,True
disco.00006.2.wav,disco,disco,True
disco.00006.3.wav,disco,rock,False
disco.00006.4.wav,disco,disco,True
disco.00006.5.wav,disco,disco,True
disco.00006.6.wav,disco,disco,True
disco.00006.7.wav,disco,metal,False
disco.00006.8.wav,disco,disco,True
disco.00006.9.wav,disco,disco,True
disco.00007.0.wav,disco,disco,True
disco.00007.1.wav,disco,disco,True
disco.00007.2.wav,disco,disco,True
disco.00007.3.wav,disco,disco,True
disco.00007.4.wav,disco,disco,True
disco.00007.5.wav,disco,disco,True
disco.00007.6.wav,disco,disco,True
disco.00007.7.wav,disco,disco,True
disco.00007.8.wav,disco,disco,True
disco.00007.9.wav,disco,disco,True
disco.00009.0.wav,disco,disco,True
disco.00009.1.wav,disco,disco,True
disco.00009.2.wav,disco,disco,True
disco.00009.3.wav,disco,disco,True
disco.00009.4.wav,disco,disco,True
disco.00009.5.wav,disco,disco,True
disco.00009.6.wav,disco,disco,True
disco.00009.7.wav,disco,disco,True
disco.00009.8.wav,disco,disco,True
disco.00009.9.wav,disco,disco,True
disco.00010.0.wav,disco,pop,False
disco.00010.1.wav,disco,disco,True
disco.00010.2.wav,disco,disco,True
disco.00010.3.wav,disco,disco,True
disco.00010.4.wav,disco,disco,True
disco.00010.5.wav,disco,disco,True
disco.00010.6.wav,disco,disco,True
disco.00010.7.wav,disco,country,False
disco.00010.8.wav,disco,disco,True
disco.00010.9.wav,disco,disco,True
disco.00018.0.wav,disco,disco,True
disco.00018.1.wav,disco,reggae,False
disco.00018.2.wav,disco,disco,True
disco.00018.3.wav,disco,pop,False
disco.00018.4.wav,disco,pop,False
disco.00018.5.wav,disco,disco,True
disco.00018.6.wav,disco,pop,False
disco.00018.7.wav,disco,disco,True
disco.00018.8.wav,disco,hiphop,False
disco.00018.9.wav,disco,disco,True
disco.00021.0.wav,disco,disco,True
disco.00021.1.wav,disco,rock,False
disco.00021.2.wav,disco,disco,True
disco.00021.3.wav,disco,disco,True
disco.00021.4.wav,disco,disco,True
disco.00021.5.wav,disco,jazz,False
disco.00021.6.wav,disco,pop,False
disco.00021.7.wav,disco,disco,True
disco.00021.8.wav,disco,pop,False
disco.00021.9.wav,disco,hiphop,False
disco.00027.0.wav,disco,reggae,False
disco.00027.1.wav,disco,reggae,False
disco.00027.2.wav,disco,hiphop,False
disco.00027.3.wav,disco,hiphop,False
disco.00027.4.wav,disco,hiphop,False
disco.00027.5.wav,disco,hiphop,False
disco.00027.6.wav,disco,reggae,False
disco.00027.7.wav,disco,hiphop,False
disco.00027.8.wav,disco,hiphop,False
disco.00027.9.wav,disco,hiphop,False
disco.00031.0.wav,disco,rock,False
disco.00031.1.wav,disco,rock,False
disco.00031.2.wav,disco,disco,True
disco.00031.3.wav,disco,disco,True
disco.00031.4.wav,disco,disco,True
disco.00031.5.wav,disco,rock,False
disco.00031.6.wav,disco,disco,True
disco.00031.7.wav,disco,rock,False
disco.00031.8.wav,disco,disco,True
disco.00031.9.wav,disco,disco,True
disco.00032.0.wav,disco,disco,True
disco.00032.1.wav,disco,disco,True
disco.00032.2.wav,disco,disco,True
disco.00032.3.wav,disco,disco,True
disco.00032.4.wav,disco,disco,True
disco.00032.5.wav,disco,disco,True
disco.00032.6.wav,disco,pop,False
disco.00032.7.wav,disco,disco,True
disco.00032.8.wav,disco,reggae,False
disco.00032.9.wav,disco,pop,False
disco.00034.0.wav,disco,country,False
disco.00034.1.wav,disco,disco,True
disco.00034.2.wav,disco,disco,True
disco.00034.3.wav,disco,disco,True
disco.00034.4.wav,disco,disco,True
disco.00034.5.wav,disco,disco,True
disco.00034.6.wav,disco,disco,True
disco.00034.7.wav,disco,disco,True
disco.00034.8.wav,disco,rock,False
disco.00034.9.wav,disco,rock,False
disco.00044.0.wav,disco,disco,True
disco.00044.1.wav,disco,pop,False
disco.00044.2.wav,disco,disco,True
disco.00044.3.wav,disco,pop,False
disco.00044.4.wav,disco,disco,True
disco.00044.5.wav,disco,disco,True
disco.00044.6.wav,disco,disco,True
disco.00044.7.wav,disco,disco,True
disco.00044.8.wav,disco,disco,True
disco.00044.9.wav,disco,disco,True
disco.00051.0.wav,disco,disco,True
disco.00051.1.wav,disco,disco,True
disco.00051.2.wav,disco,disco,True
disco.00051.3.wav,disco,disco,True
disco.00051.4.wav,disco,disco,True
disco.00051.5.wav,disco,disco,True
disco.00051.6.wav,disco,disco,True
disco.00051.7.wav,disco,disco,True
disco.00051.8.wav,disco,disco,True
disco.00051.9.wav,disco,disco,True
disco.00052.0.wav,disco,rock,False
disco.00052.1.wav,disco,disco,True
disco.00052.2.wav,disco,rock,False
disco.00052.3.wav,disco,blues,False
disco.00052.4.wav,disco,rock,False
disco.00052.5.wav,disco,rock,False
disco.00052.6.wav,disco,blues,False
disco.00052.7.wav,disco,rock,False
disco.00052.8.wav,disco,rock,False
disco.00052.9.wav,disco,blues,False
disco.00057.0.wav,disco,reggae,False
disco.00057.1.wav,disco,rock,False
disco.00057.2.wav,disco,rock,False
disco.00057.3.wav,disco,rock,False
disco.00057.4.wav,disco,rock,False
disco.00057.5.wav,disco,rock,False
disco.00057.6.wav,disco,rock,False
disco.00057.7.wav,disco,rock,False
disco.00057.8.wav,disco,rock,False
disco.00057.9.wav,disco,rock,False
disco.00059.0.wav,disco,disco,True
disco.00059.1.wav,disco,disco,True
disco.00059.2.wav,disco,disco,True
disco.00059.3.wav,disco,disco,True
disco.00059.4.wav,disco,disco,True
disco.00059.5.wav,disco,disco,True
disco.00059.6.wav,disco,disco,True
disco.00059.7.wav,disco,country,False
disco.00059.8.wav,disco,disco,True
disco.00059.9.wav,disco,disco,True
disco.00063.0.wav,disco,hiphop,False
disco.00063.1.wav,disco,hiphop,False
disco.00063.2.wav,disco,hiphop,False
disco.00063.3.wav,disco,hiphop,False
disco.00063.4.wav,disco,hiphop,False
disco.00063.5.wav,disco,hiphop,False
disco.00063.6.wav,disco,hiphop,False
disco.00063.7.wav,disco,hiphop,False
disco.00063.8.wav,disco,hiphop,False
disco.00063.9.wav,disco,hiphop,False
disco.00065.0.wav,disco,disco,True
disco.00065.1.wav,disco,disco,True
disco.00065.2.wav,disco,disco,True
disco.00065.3.wav,disco,blues,False
disco.00065.4.wav,disco,hiphop,False
disco.00065.5.wav,disco,disco,True
disco.00065.6.wav,disco,disco,True
disco.00065.7.wav,disco,disco,True
disco.00065.8.wav,disco,disco,True
disco.00065.9.wav,disco,disco,True
disco.00071.0.wav,disco,disco,True
disco.00071.1.wav,disco,disco,True
disco.00071.2.wav,disco,disco,True
disco.00071.3.wav,disco,disco,True
disco.00071.4.wav,disco,disco,True
disco.00071.5.wav,disco,disco,True
disco.00071.6.wav,disco,disco,True
disco.00071.7.wav,disco,disco,True
disco.00071.8.wav,disco,disco,True
disco.00071.9.wav,disco,disco,True
disco.00080.0.wav,disco,rock,False
disco.00080.1.wav,disco,rock,False
disco.00080.2.wav,disco,reggae,False
disco.00080.3.wav,disco,rock,False
disco.00080.4.wav,disco,rock,False
disco.00080.5.wav,disco,rock,False
disco.00080.6.wav,disco,rock,False
disco.00080.7.wav,disco,rock,False
disco.00080.8.wav,disco,rock,False
disco.00080.9.wav,disco,rock,False
disco.00082.0.wav,disco,disco,True
disco.00082.1.wav,disco,disco,True
disco.00082.2.wav,disco,disco,True
disco.00082.3.wav,disco,disco,True
disco.00082.4.wav,disco,disco,True
disco.00082.5.wav,disco,disco,True
disco.00082.6.wav,disco,disco,True
disco.00082.7.wav,disco,hiphop,False
disco.00082.8.wav,disco,disco,True
disco.00082.9.wav,disco,hiphop,False
disco.00094.0.wav,disco,hiphop,False
disco.00094.1.wav,disco,hiphop,False
disco.00094.2.wav,disco,disco,True
disco.00094.3.wav,disco,disco,True
disco.00094.4.wav,disco,disco,True
disco.00094.5.wav,disco,disco,True
disco.00094.6.wav,disco,disco,True
disco.00094.7.wav,disco,blues,False
disco.00094.8.wav,disco,blues,False
disco.00094.9.wav,disco,disco,True
hiphop.00000.0.wav,hiphop,disco,False
hiphop.00000.1.wav,hiphop,disco,False
hiphop.00000.2.wav,hiphop,disco,False
hiphop.00000.3.wav,hiphop,disco,False
hiphop.00000.4.wav,hiphop,disco,False
hiphop.00000.5.wav,hiphop,disco,False
hiphop.00000.6.wav,hiphop,disco,False
hiphop.00000.7.wav,hiphop,disco,False
hiphop.00000.8.wav,hiphop,disco,False
